DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Age,RESIDENCE:Residence,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation value,COVERAGE_TIME:The period of time for which data are provided,UNIT_MEASURE:Unit of measure,OBS_FOOTNOTE:Observation footnote,FREQ:Frequency,DATA_SOURCE:Data Source,UNIT_MULTIPLIER:Unit multiplier,OBS_STATUS:Observation Status
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2018,76,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2019,76.1,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2020,74.1,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2021,75,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2020,62,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2021,63.6,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2020,88,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,EST: Estonia,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2021,88,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2014,86.2,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2015,84.3,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2016,84.4,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2017,84.7,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2018,86.8,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2019,88.3,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2020,87.4,,PCNT: %,,1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2021,85.8,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2014,81.8,,PCNT: %,"Source: National Crime Victim Survey. Item is asked in reverse meaning: whether the respondent feels threatened in his/her own neighbourhood. This figure presents those that have answered ""No"", i.e. does not feel threatened in his/her own neighbourhood",1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2015,80,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2016,79.9,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2017,80.2,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2018,82.5,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2019,84.4,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2020,84.2,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2021,81.4,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2014,90.4,,PCNT: %,"Source: National Crime Victim Survey. Item is asked in reverse meaning: whether the respondent feels threatened in his/her own neighbourhood. This figure presents those that have answered ""No"", i.e. does not feel threatened in his/her own neighbourhood",1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2015,88.6,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2016,89,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2017,89.1,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2018,91.1,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2019,92.2,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2020,90.4,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FIN: Finland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2021,90,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FRA: France,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2019,88,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FRA: France,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2021,89,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,FRA: France,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2022,82,,PCNT: %,2019 and 2021 : CVS surveys. 2022 VRS survey,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2017,78.6,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2020,72.1,,PCNT: %,,1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2017,68.1,,PCNT: %,,1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2020,61.3,,PCNT: %,,1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2017,89.4,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,DEU: Germany,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2020,83.3,,PCNT: %,,1: One year,Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2014,92.2,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2015,92.6,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2016,92.3,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2017,91.9,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2018,90.9,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2019,92.5,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2020,95,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2021,89,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,_T: Total,_T: Total,_T: Total,_T: Total,2022,90.9,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2018,87.1,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2019,88,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2020,87,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2021,86,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,F: Female,_T: Total,_T: Total,_T: Total,2022,86.9,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2018,94.5,,PCNT: %,Source: Crime Victimization Survey (part of GHS). Refers to night period,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ISL: Iceland,PT_VC_SNS_WALN: Percentage of population that feel safe walking alone around the area they live - SDG 16.1.4,M: Male,_T: Total,_T: Total,_T: Total,2019,97,,PCNT: %,,1: One year,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),0: Units,A: Normal value
