DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Age,RESIDENCE:Residence,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation value,COVERAGE_TIME:The period of time for which data are provided,UNIT_MEASURE:Unit of measure,OBS_FOOTNOTE:Observation footnote,FREQ:Frequency,DATA_SOURCE:Data Source,UNIT_MULTIPLIER:Unit multiplier,OBS_STATUS:Observation Status
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2018,24.2,2018,PCNT: %,,0: Not Known,"MICS 2018, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2018,20.1,2018,PCNT: %,,0: Not Known,"MICS 2018, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MKD: North Macedonia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,1.6,2018-19,PCNT: %,,0: Not Known,"MICS 2018-19, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MKD: North Macedonia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,3.4,2018-19,PCNT: %,,0: Not Known,"MICS 2018-19, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MKD: North Macedonia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,2.4,2018-19,PCNT: %,,0: Not Known,"MICS 2018-19, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2018,6.9,2018,PCNT: %,,0: Not Known,"MICS 2018, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2018,8.4,2018,PCNT: %,,0: Not Known,"MICS 2018, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2018,7.7,2018,PCNT: %,,0: Not Known,"MICS 2018, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,6.8,2019,PCNT: %,,0: Not Known,"MICS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,11.1,2019,PCNT: %,,0: Not Known,"MICS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,9.1,2019,PCNT: %,,0: Not Known,"MICS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2016,0.119,2015-16,PCNT: %,,0: Not Known,"MICS 2015-16, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2016,0.393,2015-16,PCNT: %,,0: Not Known,"MICS 2015-16, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2016,0.261,2015-16,PCNT: %,,0: Not Known,"MICS 2015-16, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,0.822,2019,PCNT: %,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,0: Not Known,"CLFS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,2.852,2019,PCNT: %,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,0: Not Known,"CLFS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2019,1.864,2019,PCNT: %,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,0: Not Known,"CLFS 2019, UNICEF and ILO calculations",,RA: Reanalysed
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,UZB: Uzbekistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2022,14.537,2021-22,PCNT: %,,0: Not Known,MICS 2021-22,,RP: Reported
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,UZB: Uzbekistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2022,21.084,2021-22,PCNT: %,,0: Not Known,MICS 2021-22,,RP: Reported
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,UZB: Uzbekistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (5-17 years) engaged in child labour (economic activities) - SDG 8.7.1,_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,2022,17.84,2021-22,PCNT: %,,0: Not Known,MICS 2021-22,,RP: Reported
