DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Age,RESIDENCE:Residence,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation value,COVERAGE_TIME:The period of time for which data are provided,UNIT_MEASURE:Unit of measure,OBS_FOOTNOTE:Observation footnote,FREQ:Frequency,DATA_SOURCE:Data Source,UNIT_MULTIPLIER:Unit multiplier,OBS_STATUS:Observation Status
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,815,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,742,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,574,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,1158,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,1639,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,2575,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,2428,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,1782,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1246,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,1192,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,1084,,NUMBER: Number,Data provided by the Information Technology and Communications Department under the Ministry of the Interior of the Republic of Lithuania.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,957,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,681,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,382,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,387,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,482,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,438,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,512,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,448,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,10269,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,9775,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,10972,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,10867,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,11162,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,9255,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,9321,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,9729,,NUMBER: Number,"Data source:  National Agency for Equal Opportunities between Women and Men 
The data refer only to children victims of domestic violence.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,929,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,997,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,1078,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1020,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,1047,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,987,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,3314,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,2630,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,2954,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,2577,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,3322,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,3044,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,3785,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,4129,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,105,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,88,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,68,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,180,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,191,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,167,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,293,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,632,,NUMBER: Number,Refer to victims of domestic violence only.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,600,,NUMBER: Number,Refer to victims of domestic violence only.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,MNE: Montenegro,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,334,,NUMBER: Number,Refer to victims of domestic violence only.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,6520,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,7036,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,8297,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,7741,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,8371,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_WELFARE: Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,8365,,NUMBER: Number,"Data presents reports of violence, not child victims. Normative framework in the social protection system imply that centers for social work, as child/social welfare authorities, must act in relation to every report of violence (which can be from the police, victims, other institutions, etc.). In this sense, the number of child victims of violence may be lower because some reports of violence may be rejected.",,TMEE Data Collection: 2023 Publication,,
