DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Age,RESIDENCE:Residence,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation value,COVERAGE_TIME:The period of time for which data are provided,UNIT_MEASURE:Unit of measure,OBS_FOOTNOTE:Observation footnote,FREQ:Frequency,DATA_SOURCE:Data Source,UNIT_MULTIPLIER:Unit multiplier,OBS_STATUS:Observation Status
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,39,,NUMBER: Number,"Partial data for 2018 and 2019. In 2022, the number of abused children has increased significantly. This is explained by the fact that Children’s Clinical University Hospital has significantly increased.",,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,61,,NUMBER: Number,"Partial data for 2018 and 2019. In 2022, the number of abused children has increased significantly. This is explained by the fact that Children’s Clinical University Hospital has significantly increased.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,53,,NUMBER: Number,"Partial data for 2018 and 2019. In 2022, the number of abused children has increased significantly. This is explained by the fact that Children’s Clinical University Hospital has significantly increased.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,197,,NUMBER: Number,"Partial data for 2018 and 2019. In 2022, the number of abused children has increased significantly. This is explained by the fact that Children’s Clinical University Hospital has significantly increased.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,529,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,513,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,572,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,412,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,439,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,243,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,194,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,278,,NUMBER: Number,"Data of Compulsory Health Insurance Fund Information System, number of persons with diagnosis X85-Y09 (ICD-10) registered in health care institutions during the year",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,38,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,22,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,26,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,19,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,375,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,322,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,338,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,347,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,423,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,212,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ROU: Romania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,417,,NUMBER: Number,"Data source:   National Institute of Forensic Medicine 
Data refer to any type of physical violence (including domestic violence and school violence) and sexual violence",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,739,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,622,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,786,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,757,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,937,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,486,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,451,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SRB: Serbia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,461,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,13,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,23,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,15,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,30,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,30,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,25,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ARM: Armenia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,9,,NUMBER: Number,No regular system is still in place for data collection on violence against children.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,GEO: Georgia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,10,,NUMBER: Number,"Over time, public awareness has increased, resulting in increased detection and reporting.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,GEO: Georgia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,25,,NUMBER: Number,"Over time, public awareness has increased, resulting in increased detection and reporting.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,GEO: Georgia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,113,,NUMBER: Number,"Over time, public awareness has increased, resulting in increased detection and reporting.",,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,277,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,213,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,505,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,649,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,663,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,362,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,468,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,KGZ: Kyrgyzstan,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,665,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2015,50,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2016,82,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2017,154,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2018,38,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2019,37,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2020,50,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2021,43,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2022,140,,NUMBER: Number,Partial data for 2018 and 2019.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2015,412,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2016,359,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2017,414,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,PT_CHLD_VIOLENCE_HEALTHCARE: Number of child victims of violence (0-17 years) registered by healthcare authorities during the year,M: Male,_T: Total,_T: Total,_T: Total,2018,301,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
