Tags,Countries,Name,Quality checked,FileNumer,Selected for,ICVAC Category,Data provider,Notes,GenderDisaggregation,ThemeExcel,Source name,Level2,Formats,StatisticalUnit,AgeDisaggregation,DataType,Link,Aggregated indicator for comparative analysis,_autonumber,Count coverage,ID,Provider,Source,Category,Level_2,Country,Aggregation,ISO3,ICVAC code,Notes category,if composite
"['2014', '2017', '2015', '2016']","['recA6MMaVV5a6FPai', 'recdoeHtHvq9L1RVv', 'rec9uOmoTB0Jqgd0U', 'recIk7aBuMBN98eKt', 'recBwqYAOhM5RuE58', 'recw9PiDwWLnV9w6V', 'recCVQVepXIxpRx5U']","Percentage of ever-partnered women and girls (15 years and older) subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months - SDG 5.2.1",True,34.0,['Analysis'],"['recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY', 'recjRQAFehn9xZ13Y']",['rechvPDOnRP36ZJVF'],"[ ] Based on the definition used in WHO multi-country stuge; age groups are 15-24
",,"Physical, sexual or psychological violence",['recvv4oG200ybCvR4'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['xlsx'],['Rate'],True,['Survey'],"<https://www.unicef.org/transmonee/database-explorer?&dq=.PT_F_GE15_PS-SX-EM_V_PTNR_12MNTH....&startPeriod=2014&endPeriod=2024&_gl=1*e1nwqm*_ga*NzUxNzg3OTUwLjE3MTg2OTk5ODE.*_ga_ZEPV2PX419*MTcyMTY2MDE3MS41LjAuMTcyMTY2MDE3NS41Ni4wLjA>.
",['rechsfnuOJnGd5jRG'],50,7,"'50Percentage of ever-partnered women and girls (15 years and older) subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months - SDG 5.2.1'",UNICEF,TransMonEE Database,"Physical violence against a child, Sexual violence against a child, Psychological violence against a child","SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator","Armenia, Azerbaijan, Kyrgyzstan, Republic of Moldova, Tajikistan, Türkiye, Ukraine","""19 - TRANSMONEE - Percentage of ever-partnered women and girls (15 years and older) subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months - SDG 5.2.1""","['ARM', 'AZE', 'KGZ', 'MDA', 'TJK', 'TUR', 'UKR']","[2, 3, 4]",,
['2020'],['recIk7aBuMBN98eKt'],"Childhood emotional violence (Prevalence, perpetrators and service-seeking)",True,19.0,,['recjRQAFehn9xZ13Y'],['recPn568m2n9PjMxv'],,True,Psychological violence,['recLgfijVAQzcuwVf'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['pdf'],['Rate'],,['Survey'],"<https://cdn.togetherforgirls.org/assets/files/Moldova-VACS-report-2020.pdf>
",,51,1,"'51Childhood emotional violence (Prevalence, perpetrators and service-seeking)'","""Ministry of Health, Labour and Social Protection (Republic of Moldova)""",Violence Against Children and Youth Survey (Republic of Moldova),Psychological violence against a child,"SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator",Republic of Moldova,,['MDA'],[4],,
['2023'],['recZslZUm9qXK3tZp'],"Prevalence of stalking among people aged 16 years and over, by type of stalking,",True,35.0,,['recjRQAFehn9xZ13Y'],['reci7PM7ne4xZyfLN'],,True,Psychological violence,['recO2F8UXykUoQSEa'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan', 'recY1Qq7bQckKPk0z']",['xlsx'],['Rate'],True,['Survey'],"<https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice/datasets/stalkingfindingsfromthecrimesurveyforenglandandwales>
",,52,1,"'52Prevalence of stalking among people aged 16 years and over, by type of stalking,'",Office for National Statistics (UK),Crime Survey for England and Wales from the Office for National Statistics,Psychological violence against a child,"SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator, Set - Settings",United Kingdom of Great Britain and Northern Ireland,,['GBR'],[4],,
['2023'],['recZslZUm9qXK3tZp'],"Estimated numbers of victims of stalking since the age of 16 years and in the last year among people aged 16 years and over, by type of abuse and sex",True,35.0,,['recjRQAFehn9xZ13Y'],['reci7PM7ne4xZyfLN'],,True,Psychological violence,['recO2F8UXykUoQSEa'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan', 'recY1Qq7bQckKPk0z']",['xlsx'],['Victim'],True,['Survey'],"<https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice/datasets/stalkingfindingsfromthecrimesurveyforenglandandwales>
",,53,1,"'53Estimated numbers of victims of stalking since the age of 16 years and in the last year among people aged 16 years and over, by type of abuse and sex'",Office for National Statistics (UK),Crime Survey for England and Wales from the Office for National Statistics,Psychological violence against a child,"SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator, Set - Settings",United Kingdom of Great Britain and Northern Ireland,,['GBR'],[4],,
"['2014', '2015', '2016', '2017', '2018', '2019', '2020']","['rec9MEnT9ARANCrpx', 'recPIePM0Wn1Cw0ML', 'rectXemHhITSmpRLO', 'recuZ4np04sXJsqs9', 'recq1VbVMxXnR6Ugk', 'rec4roLU02AYCSPRd', 'recpHu8VALGo8GhBw', 'rec1Hs7cn6jxTUaci', 'recTo4BGLsxsQUfXn', 'recD7yEZsLX0AeQCY', 'rect7um7Tj1pktlut', 'recbh54f7AyTjR7B2', 'recetq8hizIHqEzkN', 'recphE1mZZIyqsgpF', 'recGkCDST8vV2LlZs', 'recfkofrbcdgPSPZz', 'recbfh9DhzhNpIZCo', 'recqmdCV5QDHexCX2', 'recOUw8ElgEaLd7aq', 'recaajOhAB6iL9KeZ', 'recKo7MyQkGLwTLh5', 'recg4JZtvmJitt8sK', 'recewEvWRKm3rG4qR', 'recHNeQ80wLpeXsgx', 'recy622uRTFQYDLQ2', 'rec8P5Gm8bKJwCRVF', 'rec2w8ZIOtYRHHmhw']",Percentage of children (0-17 years) in households that report crime and violence in  their local area,True,36.0,['Analysis'],['recRNNpbea1t5UrGc'],['recrYRsuykOrzvT4h'],,True,Reported crime or violence,"['recwWUuT3o6boJfZN', 'recvv4oG200ybCvR4']","['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U']",['xlsx'],['Rate'],,['Survey'],"<https://www.unicef.org/transmonee/database-explorer?&dq=.PT_CHLD_VIOLENCE_LOCAL....&startPeriod=2014&endPeriod=2024>
",['recnmBDCNugLOUu2D'],54,27,'54Percentage of children (0-17 years) in households that report crime and violence in  their local area',OECD,"European Union Statistics on Income and Living Conditions (EU-SILC) survey, TransMonEE Database",Other acts of violence against a child not elsewhere classified,"SV - Sex of the victim, AV - Age of the victim","Austria, Belgium, Bulgaria, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Luxembourg, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland, Netherlands (Kingdom of the)",20 - TRANSMONEE - Percentage of children (0-17 years) in households that report crime and violence in  their local area,"['AUT', 'BEL', 'BGR', 'HRV', 'CZE', 'DNK', 'EST', 'FIN', 'FRA', 'DEU', 'HUN', 'ISL', 'IRL', 'ITA', 'LVA', 'LTU', 'LUX', 'NOR', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'ESP', 'SWE', 'CHE', 'NLD']",[9],,
['2023'],['rec8P5Gm8bKJwCRVF'],Victims registered by the police,True,37.0,"['Analysis', 'Good practice']",['recRNNpbea1t5UrGc'],"['recPSREi36KGLim1c', 'reco85csb2CmaZJ6C']","[ ] Well done
[ ] To be divided per crime
",True,Reported crime or violence,['rec8MscrYu0rrt2yB'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['xlsx'],['Victim'],True,['Administrative'],"<https://www.bfs.admin.ch/bfs/en/home/statistics/crime-criminal-justice/police/injured-persons.html>
",['recc95tISwBlkxRyv'],17,1,'17Victims registered by the police',"Police crime statistics (Switzerland), Federal Statistical Office (Switzerland)",Switzerland - NSO website,Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Switzerland,29 - ADMIN - Undefined offences against minors,['CHE'],[9],['Good practise'],
['2020'],"['rec9MEnT9ARANCrpx', 'recPIePM0Wn1Cw0ML', 'rectXemHhITSmpRLO', 'recRwObdLI3B7dXNs', 'recq1VbVMxXnR6Ugk', 'recD7yEZsLX0AeQCY', 'rec4roLU02AYCSPRd', 'recpHu8VALGo8GhBw', 'recyl5TBJ0fk8pyIO', 'recHNeQ80wLpeXsgx', 'rec1Hs7cn6jxTUaci', 'recTo4BGLsxsQUfXn', 'recuZ4np04sXJsqs9', 'rect7um7Tj1pktlut', 'recetq8hizIHqEzkN', 'recphE1mZZIyqsgpF', 'recfkofrbcdgPSPZz', 'recbfh9DhzhNpIZCo', 'recGkCDST8vV2LlZs', 'recpipBmt2yDyF6YY', 'recFDmEvbCIjl9X3Y', 'recOUw8ElgEaLd7aq', 'recaajOhAB6iL9KeZ', 'recKo7MyQkGLwTLh5', 'recy622uRTFQYDLQ2', 'recewEvWRKm3rG4qR', 'recg4JZtvmJitt8sK', 'rec2w8ZIOtYRHHmhw', 'recZslZUm9qXK3tZp']",Whether the incident of physical violence was of a sexual nature,True,38.0,,['receTPeJztnEKS7cY'],['recG0VCnqOcObajVl'],,True,Sexual violence,['rec5zZSmtCyX2wny1'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['xlsx'],['Rate'],,['Survey'],"<https://fra.europa.eu/en/publications-and-resources/data-and-maps/2021/frs>
",,55,29,'55Whether the incident of physical violence was of a sexual nature',FRA - European Union Agency for Fundamental Rights,Fundamental rights survey,Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim","Austria, Belgium, Bulgaria, Cyprus, Czechia, Germany, Denmark, Estonia, Greece, Spain, Finland, France, Croatia, Hungary, Ireland, Italy, Lithuania, Luxembourg, Latvia, North Macedonia, Malta, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Netherlands (Kingdom of the), United Kingdom of Great Britain and Northern Ireland",,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'EST', 'GRC', 'ESP', 'FIN', 'FRA', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MKD', 'MLT', 'POL', 'PRT', 'ROU', 'SWE', 'SVN', 'SVK', 'NLD', 'GBR']",[3],,
"['2016', '2017', '2019']","['recA6MMaVV5a6FPai', 'recBwqYAOhM5RuE58', 'recZslZUm9qXK3tZp']",Percentage of women (18-29 years) who experienced sexual violence by age 18 years - SDG 16.2.3,True,39.0,,['receTPeJztnEKS7cY'],['rechvPDOnRP36ZJVF'],"[ ] Refers to 'Any contact sexual abuse' experienced before age 16 years that includes rape or assault by penetration (including attempts) and other contact sexual abuse.
",,Sexual violence,['recvv4oG200ybCvR4'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['xlsx'],['Rate'],True,['Survey'],"<https://www.unicef.org/transmonee/database-explorer?&dq=.PT_F_18-29_SX-V_AGE-18....&startPeriod=2014&endPeriod=2024&_gl=1*1yve349*_ga*NzUxNzg3OTUwLjE3MTg2OTk5ODE.*_ga_ZEPV2PX419*MTcyMTcyODA1NC42LjEuMTcyMTcyODA2Mi41Mi4wLjA>.
",,56,3,'56Percentage of women (18-29 years) who experienced sexual violence by age 18 years - SDG 16.2.3',UNICEF,TransMonEE Database,Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim","Armenia, Tajikistan, United Kingdom of Great Britain and Northern Ireland",,"['ARM', 'TJK', 'GBR']",[3],,
['2019'],['recZslZUm9qXK3tZp'],Percentage of men (18-29 years) who experienced sexual violence by age 18 years - SDG 16.2.3,True,40.0,,['receTPeJztnEKS7cY'],['rechvPDOnRP36ZJVF'],"[ ] Refers to 'Any contact sexual abuse' experienced before age 16 years that includes rape or assault by penetration (including attempts) and other contact sexual abuse.
",,Sexual violence,['recvv4oG200ybCvR4'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['xlsx'],['Rate'],,['Survey'],"<https://www.unicef.org/transmonee/database-explorer?&dq=.PT_M_18-29_SX-V_AGE-18....&startPeriod=2014&endPeriod=2024&_gl=1*q5wuze*_ga*NzUxNzg3OTUwLjE3MTg2OTk5ODE.*_ga_ZEPV2PX419*MTcyMTcyODA1NC42LjEuMTcyMTcyODEwNy43LjAuMA>..
",,57,1,'57Percentage of men (18-29 years) who experienced sexual violence by age 18 years - SDG 16.2.3',UNICEF,TransMonEE Database,Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim",United Kingdom of Great Britain and Northern Ireland,,['GBR'],[3],,
['2021'],"['recPIePM0Wn1Cw0ML', 'rectXemHhITSmpRLO', 'rec4roLU02AYCSPRd', 'recpHu8VALGo8GhBw', 'recyl5TBJ0fk8pyIO', 'recHNeQ80wLpeXsgx', 'recTo4BGLsxsQUfXn', 'recuZ4np04sXJsqs9', 'recGkCDST8vV2LlZs', 'recfkofrbcdgPSPZz', 'recFDmEvbCIjl9X3Y', 'rec9MEnT9ARANCrpx', 'recOUw8ElgEaLd7aq', 'recaajOhAB6iL9KeZ', 'recewEvWRKm3rG4qR', 'recg4JZtvmJitt8sK', 'rec1Hs7cn6jxTUaci', 'recFr9YIVx1EQyFUX', 'reclCwMbYWFnsM80B', 'recE7fj7YKhIbb8Uj', 'rec2w8ZIOtYRHHmhw']",Women who have experienced sexual violence during childhood,True,41.0,['Analysis'],['receTPeJztnEKS7cY'],['rec4i9AubnnTbFpKm'],,True,Sexual violence,['recTKuQgzbTisTgkb'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['xlsx'],['Rate'],True,['Survey'],"<https://ec.europa.eu/eurostat/databrowser/view/gbv_ch_age/default/table?lang=en&category=livcon.gbv.gbv_ch>
",['recYfajIlxiNbwbgd'],58,21,'58Women who have experienced sexual violence during childhood',Eurostat,EU survey on gender-based violence against women and other forms of inter-personal violence (EU-GBV),Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator","Belgium, Bulgaria, Denmark, Estonia, Greece, Spain, France, Croatia, Latvia, Lithuania, Malta, Austria, Poland, Portugal, Slovenia, Slovakia, Finland, Montenegro, Serbia, Kosovo, Netherlands (Kingdom of the)",5 - EUROSTAT - Women who have experienced sexual violence during childhood,"['BEL', 'BGR', 'DNK', 'EST', 'GRC', 'ESP', 'FRA', 'HRV', 'LVA', 'LTU', 'MLT', 'AUT', 'POL', 'PRT', 'SVN', 'SVK', 'FIN', 'MNE', 'SRB', 'XKX', 'NLD']",[3],,
"['2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",['rec8P5Gm8bKJwCRVF'],Sexual acts with children (art. 187),True,42.0,['Analysis'],['receTPeJztnEKS7cY'],"['recPSREi36KGLim1c', 'reco85csb2CmaZJ6C']",,,Sexual violence,['rec8MscrYu0rrt2yB'],['rec4o2Dl46v1kcQ2U'],['csv'],['Victim'],,['Administrative'],"<https://www.bfs.admin.ch/bfs/en/home/statistics/crime-criminal-justice/police/sexualised-violence.assetdetail.30887830.html>
",['reccESXM1u6KrgPYO'],59,1,'59Sexual acts with children (art. 187)',"Police crime statistics (Switzerland), Federal Statistical Office (Switzerland)",Switzerland - NSO website,Sexual violence against a child,AV - Age of the victim,Switzerland,28 - ADMIN - Sexual violence against children ,['CHE'],[3],,
['2021'],['recV1WB9Q16dQvP0p'],Prevalence of sexual violence against girls before the age of 15,True,43.0,,['receTPeJztnEKS7cY'],"['recbDJdoRWzSgBqtg', 'recgyKUYluWBXKUto', 'rec67NiXRFDLRwxix', 'recH0HyOmEFpPbK87']",,True,Sexual violence,['recSOUClQ7CHa9eo8'],['rec4o2Dl46v1kcQ2U'],['pdf'],['Rate'],,['Survey'],"<https://turkmenistan.un.org/sites/default/files/2022-08/report_health_and_status_of_a_woman_in_the_family_in_turkmenistan_compressed.pdf>
",,60,1,'60Prevalence of sexual violence against girls before the age of 15',"State Statistics Committee (Turkmenistan), Ministry of Health and Medical Industry (Turkmenistan), ""Institute of State, Law and Democracy (Turkmenistan)"", UNFPA",Health and Status of a Woman in the Family in Turkmenistan,Sexual violence against a child,AV - Age of the victim,Turkmenistan,,['TKM'],[3],,
['2021'],"['recPIePM0Wn1Cw0ML', 'rectXemHhITSmpRLO', 'rec4roLU02AYCSPRd', 'recpHu8VALGo8GhBw', 'recyl5TBJ0fk8pyIO', 'recHNeQ80wLpeXsgx', 'recTo4BGLsxsQUfXn', 'recuZ4np04sXJsqs9', 'recphE1mZZIyqsgpF', 'recGkCDST8vV2LlZs', 'recfkofrbcdgPSPZz', 'recFDmEvbCIjl9X3Y', 'rec9MEnT9ARANCrpx', 'recOUw8ElgEaLd7aq', 'recaajOhAB6iL9KeZ', 'recewEvWRKm3rG4qR', 'recg4JZtvmJitt8sK', 'rec1Hs7cn6jxTUaci', 'recFr9YIVx1EQyFUX', 'reclCwMbYWFnsM80B', 'recE7fj7YKhIbb8Uj', 'rec2w8ZIOtYRHHmhw']",Women who have experienced violence by a non-partner,True,45.0,['Analysis'],['recRNNpbea1t5UrGc'],['rec4i9AubnnTbFpKm'],"**Timeframe of violence**
[ ] Violence experienced in adulthood covers violence experienced by a non-partner since the age of 15 and intimate partner violence during a person’s lifetime.
",True,Violence,['recTKuQgzbTisTgkb'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['xlsx'],['Rate'],True,['Survey'],"<https://ec.europa.eu/eurostat/databrowser/view/gbv_ch_age/default/table?lang=en&category=livcon.gbv.gbv_ch>
",['recJfU12gCDcxuZNn'],62,22,'62Women who have experienced violence by a non-partner',Eurostat,EU survey on gender-based violence against women and other forms of inter-personal violence (EU-GBV),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator","Belgium, Bulgaria, Denmark, Estonia, Greece, Spain, France, Croatia, Italy, Latvia, Lithuania, Malta, Austria, Poland, Portugal, Slovenia, Slovakia, Finland, Montenegro, Serbia, Kosovo, Netherlands (Kingdom of the)",37 - EUROSTAT - Violence by a non-partner,"['BEL', 'BGR', 'DNK', 'EST', 'GRC', 'ESP', 'FRA', 'HRV', 'ITA', 'LVA', 'LTU', 'MLT', 'AUT', 'POL', 'PRT', 'SVN', 'SVK', 'FIN', 'MNE', 'SRB', 'XKX', 'NLD']",[9],,
"['2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']","['rec9MEnT9ARANCrpx', 'recuZ4np04sXJsqs9', 'recq1VbVMxXnR6Ugk', 'rec4roLU02AYCSPRd', 'recUHIcpHQHfuiEJk', 'rect7um7Tj1pktlut', 'recphE1mZZIyqsgpF', 'recGkCDST8vV2LlZs', 'recfkofrbcdgPSPZz', 'recFr9YIVx1EQyFUX', 'recpipBmt2yDyF6YY', 'recqmdCV5QDHexCX2', 'recOUw8ElgEaLd7aq', 'reclCwMbYWFnsM80B', 'recewEvWRKm3rG4qR', 'recw9PiDwWLnV9w6V', 'recZslZUm9qXK3tZp', 'rec2w8ZIOtYRHHmhw']",Victims of intentional homicide,True,46.0,"['Analysis', 'Trends']",['recXtTxA6ggNyMxpM'],['recbcAaZAGiQcLoYT'],"[ ] Detailed metadata doc
[ ] Using International Classification of Crime for Statistical Purposes (ICCS)
",True,Homicide,['recJsV0twPOpIlyDn'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['xlsx'],"['Rate', 'Victim']",True,['Administrative'],"<https://dataunodc.un.org/dp-intentional-homicide-victims>
",['rec6CnX6B12oIUWv9'],12,18,'12Victims of intentional homicide',UNODC,United Nations Crime Trends Surve y (UN-CTS),Violent killing of a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator","Austria, Croatia, Czechia, Denmark, Holy See, Hungary, Italy, Latvia, Lithuania, Montenegro, North Macedonia, Norway, Poland, Serbia, Slovenia, Türkiye, United Kingdom of Great Britain and Northern Ireland, Netherlands (Kingdom of the)",15 - UNODC - Victims of intentional homicide,"['AUT', 'HRV', 'CZE', 'DNK', 'VAT', 'HUN', 'ITA', 'LVA', 'LTU', 'MNE', 'MKD', 'NOR', 'POL', 'SRB', 'SVN', 'TUR', 'GBR', 'NLD']",[1],['Good practise'],
['2018'],['reca5LhwpMPGObRok'],"Number of children who have reported some form of violence, registered by educational institutions",True,47.0,,['recRNNpbea1t5UrGc'],['recSvpqeKO3jGTilZ'],"[ ] Education settings
",,"Physical, psychological and sexual violence",['rec6XNL75uO6gs1UJ'],"['rec4o2Dl46v1kcQ2U', 'recY1Qq7bQckKPk0z']",['xlsx'],['Victim'],,['Administrative'],"<http://statistikafemijet.gov.al/en/charts.php?ind=35>
",,63,1,"'63Number of children who have reported some form of violence, registered by educational institutions'",Ministry of Education Sports and Youth (Albania),Albania - NSO website,Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, Set - Settings",Albania,,['ALB'],[9],,
"['2023', '2019', '2020', '2021', '2022']",['reca5LhwpMPGObRok'],Number of child victims of criminal offenses registered by the police,True,,['Analysis'],['recRNNpbea1t5UrGc'],['recQDu4PeoR8m9ZNh'],"[ ] Violence encompassing many acts
[ ] Not available for download
",,Violence,['rec6XNL75uO6gs1UJ'],['rec4o2Dl46v1kcQ2U'],,['Victim'],,['Administrative'],"<http://statistikafemijet.gov.al/en/charts.php?ind=37>
",['recc95tISwBlkxRyv'],67,1,'67Number of child victims of criminal offenses registered by the police',General Directorate of State Police (Albania),Albania - NSO website,Other acts of violence against a child not elsewhere classified,AV - Age of the victim,Albania,29 - ADMIN - Undefined offences against minors,['ALB'],[9],,
['2019'],['reca5LhwpMPGObRok'],Experiences of non-partner violence since the age of 15 (unweighted data),True,49.0,,['recRNNpbea1t5UrGc'],"['recVyszVQK3Vu1A1j', 'recn5bQc1E1uCuVXE']","[ ] P 60
[ ] weird table

",,Violence,['reclnQkhopbUycHci'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['xlsx'],['Victim'],,['Survey'],"<https://albania.unwomen.org/sites/default/files/Field%20Office%20Albania/Attachments/Publications/2019/05/WEB_English_24.pdf>
",,68,1,'68Experiences of non-partner violence since the age of 15 (unweighted data)',"Albanian Institute of Statistics (INSTAT), UNWomen",Violence Against Women and Girls in Albania,Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Albania,,['ALB'],[9],,
"['2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",['rec4roLU02AYCSPRd'],"Victims of reported criminal offences by type of offence, age and sex",True,,['Good practice'],"['recGQUl2pTCQZ3OMc', 'recXtTxA6ggNyMxpM', 'receTPeJztnEKS7cY', 'recjRQAFehn9xZ13Y', 'recRNNpbea1t5UrGc', 'recIF03y4u9mmenxy']",['recTmHKerTQ7fQHlI'],"[ ] Quareable but not downloadable

",True,"Physical, psychological and sexual violence",['recshII58KJff3dHK'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan', 'rec7Z05718HVkgLO1']",,['Victim'],True,['Administrative'],"<https://www.statbank.dk/statbank5a/selectvarval/Define.asp?MainTable=STRAF5&TabStrip=Select&PLanguage=1&FF=20>
",,13,1,"'13Victims of reported criminal offences by type of offence, age and sex'",Statistics Denmark,Denmark - NSO website,"Physical violence against a child, Violent killing of a child, Sexual violence against a child, Psychological violence against a child, Other acts of violence against a child not elsewhere classified, Composite phoenomena","AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator, BC - Background characteristics",Denmark,,['DNK'],"[2, 1, 3, 4, 9, 10]",['Good practise'],
"['2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",['rect7um7Tj1pktlut'],"Registered victims, victimisation indidents",True,51.0,['Analysis'],['recRNNpbea1t5UrGc'],['recQ562hT6wi4K7Gx'],"[ ] Not specified


",,Violence,['recQElGCvOBNafdqg'],['rec4o2Dl46v1kcQ2U'],['xlsx'],['Victim'],True,['Administrative'],"<https://www.ksh.hu/stadat_files/iga/en/iga0005.html>
",['recc95tISwBlkxRyv'],70,1,"'70Registered victims, victimisation indidents'",Hungarian Central Statistical Office,Hungary - NSO website,Other acts of violence against a child not elsewhere classified,AV - Age of the victim,Hungary,29 - ADMIN - Undefined offences against minors,['HUN'],[9],,
"['2009', '2010', '2011', '2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",['rect7um7Tj1pktlut'],"Registered crimes, endangering a minor",True,52.0,,['recRNNpbea1t5UrGc'],['recQ562hT6wi4K7Gx'],,,,['recQElGCvOBNafdqg'],['rec4o2Dl46v1kcQ2U'],['xlsx'],['Victim'],,['Administrative'],"<https://www.ksh.hu/stadat_files/iga/en/iga0003.html>
",,71,1,"'71Registered crimes, endangering a minor'",Hungarian Central Statistical Office,Hungary - NSO website,Other acts of violence against a child not elsewhere classified,AV - Age of the victim,Hungary,,['HUN'],[9],,
['2014'],['recphE1mZZIyqsgpF'],Donne che hanno subito violenza - caratteristiche demografiche e abitudini,True,53.0,,"['recRNNpbea1t5UrGc', 'recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY']",['recvOxxBi1zNWpHL2'],,,,['recYNOIsneUn5Y2wJ'],"['rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['xls'],['Rate'],,['Survey'],"<http://dati-violenzadonne.istat.it/?lang=it&SubSessionId=>
",,72,1,'72Donne che hanno subito violenza - caratteristiche demografiche e abitudini',ISTAT (Italy),Italy - NSO website,"Other acts of violence against a child not elsewhere classified, Physical violence against a child, Sexual violence against a child","AV - Age of the victim, IP - Individual perpetrator",Italy,,['ITA'],"[9, 2, 3]",,
['2022'],['recphE1mZZIyqsgpF'],Vittime che si rivolgono al 1522 (numero antiviolenza e stalking),True,54.0,,['recRNNpbea1t5UrGc'],['recvOxxBi1zNWpHL2'],,True,,['recYNOIsneUn5Y2wJ'],['rec4o2Dl46v1kcQ2U'],['xls'],['Victim'],True,['Hotline'],"<http://dati-violenzadonne.istat.it/?lang=it&SubSessionId=>
",,73,1,'73Vittime che si rivolgono al 1522 (numero antiviolenza e stalking)',ISTAT (Italy),Italy - NSO website,Other acts of violence against a child not elsewhere classified,AV - Age of the victim,Italy,,['ITA'],[9],,
['2022'],['recphE1mZZIyqsgpF'],Autori e vittime dei delitti denunciati dalle forze di polizia all' autorità giudiziaria,True,56.0,,"['recXtTxA6ggNyMxpM', 'receTPeJztnEKS7cY', 'recGQUl2pTCQZ3OMc', 'recjRQAFehn9xZ13Y']",['recvOxxBi1zNWpHL2'],,True,,['recYNOIsneUn5Y2wJ'],['rec4o2Dl46v1kcQ2U'],['xls'],['Victim'],True,['Administrative'],"<http://dati-violenzadonne.istat.it/?lang=it&SubSessionId=>
",,74,1,'74Autori e vittime dei delitti denunciati dalle forze di polizia all' autorità giudiziaria',ISTAT (Italy),Italy - NSO website,"Violent killing of a child, Sexual violence against a child, Physical violence against a child, Psychological violence against a child",AV - Age of the victim,Italy,,['ITA'],"[1, 3, 2, 4]",,
