"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","WealthQuintile","IDPstatus","SettlementType","Comments","Reliability"
"Bosnia and Herzegovina","BIH","Violent discipline - Any psychological aggression","2012",54.17857,NA,"5-9","Rate","MICS Roma settlements 2011-12","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Bosnia and Herzegovina","BIH","Violent discipline - Any psychological aggression","2012",51.44002,NA,"10-14","Rate","MICS Roma settlements 2011-12","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Bosnia and Herzegovina","BIH","Violent discipline - Any psychological aggression","2012",998,NA,"15-17","Rate","MICS Roma settlements 2011-12","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",59.98736,"Total",NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",62.83958,"Male",NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",57.04364,"Female",NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",59.68253,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",60.34171,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",62.89759,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",54.8285,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,"<1","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",52.24211,NA,"2","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",59.44,NA,"3","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",60.52496,NA,"4","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",62.00246,NA,"5-9","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",60.22895,NA,"10-14","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,"15-17","Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,NA,"Rate","MICS 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",81.60394,"Total",NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",78.51647,"Male",NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",84.80861,"Female",NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",81.60606,NA,NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",81.59924,NA,NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",87.12604,NA,NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",76.27277,NA,NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,"<1","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,NA,"Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",75.0915,NA,"2","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",68.40371,NA,"3","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",82.33715,NA,"4","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",85.66908,NA,"5-9","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",82.91525,NA,"10-14","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2010",998,NA,"15-17","Rate","MICS Roma settlements 2010","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",47.207,"Total",NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",49.55362,"Male",NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",44.65668,"Female",NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",46.5763,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",47.76744,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",53.11476,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",47.6614,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",998,NA,"<1","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",25.80083,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",35.2492,NA,"2","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",46.40784,NA,"3","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",44.2134,NA,"4","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",52.42131,NA,"5-9","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",50.95023,NA,"10-14","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",998,NA,"15-17","Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",998,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Violent discipline - Any psychological aggression","2015",998,NA,NA,"Rate","MICS 2015","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",58.73735,"Total",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",58.90932,"Male",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",58.55946,"Female",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",61.87518,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",56.92812,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",57.75251,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",59.02477,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",998,NA,"<1","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",47.78238,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",64.29717,NA,"2","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",67.5675,NA,"3","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",69.30812,NA,"4","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",59.17634,NA,"5-9","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",56.48479,NA,"10-14","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",998,NA,"15-17","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",46.11864,"Total",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",49.19961,"Male",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",43.05907,"Female",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",48.94597,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",45.01938,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",40.84041,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",51.33462,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",998,NA,"<1","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",27.32001,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",37.93394,NA,"2","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",51.70468,NA,"3","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",56.26801,NA,"4","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",50.6482,NA,"5-9","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",44.75371,NA,"10-14","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",998,NA,"15-17","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",67.55087,"Total",NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",70.85365,"Male",NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",64.33437,"Female",NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",69.64574,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",64.29733,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",71.70239,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",70.31188,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,"<1","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",38.51182,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
