DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Age,RESIDENCE:Residence,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation value,COVERAGE_TIME:The period of time for which data are provided,UNIT_MEASURE:Unit of measure,OBS_FOOTNOTE:Observation footnote,FREQ:Frequency,DATA_SOURCE:Data Source,UNIT_MULTIPLIER:Unit multiplier,OBS_STATUS:Observation Status
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,POL: Poland,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,74670,,NUMBER: Number,Provisional data.,,TMEE Data Collection: 2023 Publication,,P: Provisional value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,POL: Poland,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,67285,,NUMBER: Number,Provisional data.,,TMEE Data Collection: 2023 Publication,,P: Provisional value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,POL: Poland,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,55047,,NUMBER: Number,Provisional data.,,TMEE Data Collection: 2023 Publication,,P: Provisional value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,POL: Poland,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,55324,,NUMBER: Number,Provisional data.,,TMEE Data Collection: 2023 Publication,,P: Provisional value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,POL: Poland,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,50568,,NUMBER: Number,Provisional data.,,TMEE Data Collection: 2023 Publication,,P: Provisional value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,1282,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,1361,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,1299,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,1280,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,1182,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1060,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVK: Slovakia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,974,,NUMBER: Number,Included children aged 18 years old. The data are partial: victims of groups of 2 and more children are not counted.,,TMEE Data Collection: 2023 Publication,,PA: Partial value
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,2138,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,2254,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,2206,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,2200,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,2455,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,2402,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,2058,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,SVN: Slovenia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,2308,,NUMBER: Number,The sum by individual age is not equal to the total since a victim may be victim more than once in a year and change age during this time. Each victim is counted only once within an individual age but can be counted again in another age category within the same year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,526,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,565,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,532,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,528,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,549,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,494,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,501,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LVA: Latvia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,537,,NUMBER: Number,Refer to the end of the year.,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,2165,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,2723,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,3635,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,3337,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,2522,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1720,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,1614,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,LTU: Lithuania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,1552,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,2499,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,2243,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,2221,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,2335,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,2411,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1900,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,1696,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BGR: Bulgaria,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,1979,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,1164,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,1301,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,1340,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,1248,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,1226,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,1035,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,1129,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,ALB: Albania,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,1058,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,655,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,655,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,710,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,690,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,745,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,659,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,735,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,BIH: Bosnia and Herzegovina,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,880,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,3792,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,3513,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,3532,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2018,3387,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2019,4328,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2020,4376,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2021,5106,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,HRV: Croatia,JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2022,5329,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2015,1311,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2016,1495,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
ECARO:TRANSMONEE(1.0): ECARO for TransMonEE,XKX: Kosovo (UNSCR 1244),JJ_CHLD_VICTIM_CRIME: Number of child victims of crime (0-17 years) registered by the police during the year,_T: Total,_T: Total,_T: Total,_T: Total,2017,1619,,NUMBER: Number,,,TMEE Data Collection: 2023 Publication,,
